episode_index,length,mean_jerk,max_accel,reversal_rate,path_efficiency,mean_speed,terminal_success,iso_raw,quality,flagged
0,161,1.32382424080768,6.686363656108722,0.19375,0.2174524684722266,7.798383974144086,0.0,-0.4951086643343034,0.5849777881023077,False
1,118,1.31416196146031,8.308195873920992,0.1367521367521367,0.1544229041625373,9.089654432019252,0.0,-0.43745781320960053,0.7774341626858322,False
2,141,1.332620844988436,12.642037074787542,0.175,0.1780612521394134,6.115400871896,0.0,-0.4561089496467768,0.71517089977585,False
3,159,2.1652613816797555,31.544418044867573,0.1867088607594936,0.1191247787733599,7.8017757367200735,0.0,-0.49342023964610915,0.5906142720033745,False
4,159,1.869952625902517,24.204260778528724,0.2088607594936709,0.0668995278514347,8.009480044702723,0.0,-0.48295478130309605,0.6255512093036489,False
5,157,1.809063005632922,23.511324815482983,0.1987179487179487,0.1055458303430353,6.618347468529457,0.0,-0.4867167301063289,0.6129926604892882,False
6,69,2.170137425241626,19.754311678837343,0.1691176470588235,0.5468179359856642,7.124149971803164,0.0,-0.5642497576579537,0.3541634307040507,True
7,169,1.637248988736829,17.92094246738499,0.1636904761904762,0.0257505151232309,8.086707443197497,0.0,-0.4569751718948737,0.7122791819572923,False
8,80,2.621810470039044,15.579933172233163,0.1772151898734177,0.3190002961373911,9.876498378072034,0.0,-0.46387033868599087,0.689260982279777,False
9,134,1.6875070482650047,9.908683377392713,0.1766917293233082,0.2028693308468468,8.349056739233493,0.0,-0.38727745995315194,0.9449517044852888,False
10,188,2.0913657274818944,28.354890543102105,0.1497326203208556,0.0889253663887319,8.02453737226901,0.0,-0.4804685347305961,0.6338510694501893,False
11,149,1.4230382928299992,7.816362546015662,0.179054054054054,0.2264054722321016,7.047641726353318,0.0,-0.44598759013825406,0.7489591287241665,False
12,140,2.471887937484627,18.63206676006972,0.158273381294964,0.1481619608734053,9.32676188010895,0.0,-0.40146725978991704,0.8975817632030251,False
13,125,1.6432847865962157,10.944174098539904,0.1290322580645161,0.2741575711878775,7.770940288065777,0.0,-0.4213705572249331,0.8311383995427891,False
14,107,2.2377762383871547,12.900957494147091,0.1509433962264151,0.0385069062506483,9.609048894352496,0.0,-0.4037372005607438,0.8900039987338123,False
15,153,3.57887836467227,26.18538576850674,0.1578947368421052,0.064341570873297,11.32219813372168,0.0,-0.5523221044747164,0.39398162669165276,True
16,126,2.512003691781224,22.34330041260498,0.188,0.0623579919920155,9.210121200526888,0.0,-0.44423699786865867,0.7548031472426704,False
17,102,1.9183551230698177,12.783651500093734,0.2128712871287128,0.0872530727164367,7.532631328973645,0.0,-0.44726478909325595,0.7446954435277444,False
18,86,1.6563380536509642,9.721346832940128,0.2058823529411764,0.2935652680941531,6.538308900350293,0.0,-0.46053919492241435,0.7003813706079164,False
19,75,2.0904868810852624,9.759104423319377,0.1283783783783783,0.2350291602732838,8.283755239192686,0.0,-0.44176662081994517,0.763050030009784,False
20,142,1.7598746731215664,13.914670982155236,0.2056737588652482,0.246733578467183,7.197916556038761,0.0,-0.44640824353103303,0.7475548575754998,False
21,115,1.8554664468566713,12.688460187522772,0.1271929824561403,0.112152435227771,10.001020289701916,0.0,-0.37893032943447874,0.9728170082311859,False
22,109,2.522766251402788,15.407192654473237,0.1064814814814814,0.2732950141028106,10.777042089660952,0.0,-0.46576619131110986,0.682932039760163,False
23,110,1.7843577890855924,12.358779727113523,0.0871559633027523,0.0719968529860434,9.655795830856905,0.0,-0.46552381142731236,0.6837411787892945,False
24,98,2.426609690177186,12.801653449056682,0.2061855670103092,0.3185341296190459,9.866926520677715,0.0,-0.46513836461422264,0.6850279194842681,False
25,133,1.24792942250076,10.666815936937336,0.1818181818181818,0.037598198837685,6.44919292489538,0.0,-0.493824119280476,0.589265996849028,False
26,158,2.23553812910048,24.90883599868085,0.1815286624203821,0.1738636972539375,8.544212316555218,0.0,-0.439979844560332,0.7690148418800066,False
27,112,2.1513877929135146,13.412652814264876,0.1846846846846846,0.1708743633319054,7.6783024426468,0.0,-0.4058848576323574,0.8828344550794202,False
28,107,1.920667994117108,12.128586887036205,0.1273584905660377,0.2087030870471291,8.408137026655835,0.0,-0.38858009277800937,0.9406031131636572,False
29,115,1.4192795007499657,11.105934593863976,0.1140350877192982,0.2669164874924434,9.05853781860559,0.0,-0.4431206567688615,0.7585298391591665,False
30,84,1.6598178088673397,7.348552655324652,0.1867469879518072,0.3274778403082514,6.813897638022395,0.0,-0.4635293475262669,0.6903993162520465,False
31,95,1.5983152845754434,11.944698223841565,0.1436170212765957,0.3474875616106022,7.420109916472102,0.0,-0.42892472728212194,0.8059202431091711,False
32,148,1.9419018513123436,12.62834419150322,0.1224489795918367,0.1202728204856512,9.270870528858598,0.0,-0.3950170684230899,0.9191144972669906,False
33,120,1.561726629576743,13.770199477168928,0.1974789915966386,0.1960599974193609,8.974241275696805,0.0,-0.4040034733505598,0.8891150977934362,False
34,142,2.5033002461817717,28.328878001445876,0.1808510638297872,0.0892287933501442,8.315385734957925,0.0,-0.4619115743587996,0.6957999435218121,False
35,143,1.458799069539014,8.852505335635719,0.1514084507042253,0.0782990069080163,6.974532810048306,0.0,-0.44464376251522064,0.7534452410251762,False
36,142,1.892520896397346,10.279494791557756,0.2056737588652482,0.1161805747871444,7.521970816272605,0.0,-0.4288996964194695,0.8060038038716716,False
37,121,1.5827576582165193,8.940199007647484,0.1541666666666666,0.3223383415354322,7.612887238269207,0.0,-0.42628014188189334,0.8147486872426946,False
38,186,2.063613360567469,10.17036361501459,0.1918918918918919,0.2174636142498341,7.093055152779106,0.0,-0.47219217205937697,0.6614801282301859,False
39,99,1.8702536261550655,12.677780763398422,0.1989795918367347,0.4281269382723994,8.273130982830956,0.0,-0.4637687817779551,0.6896000106540883,False
40,139,2.7181289532608885,23.07659278389707,0.1123188405797101,0.1088460734561649,12.013518541198607,0.0,-0.471631222587895,0.6633527510883018,False
41,73,2.386267009548987,10.076693873261938,0.1597222222222222,0.2936637811934253,9.76620343757399,0.0,-0.45333927788092526,0.7244169208916377,False
42,136,2.3982466873264117,12.74128926592173,0.1888888888888888,0.0300433926147428,10.063627710849715,0.0,-0.4296023199817526,0.803658229073453,False
43,118,1.599598005388207,9.919663661231766,0.1923076923076923,0.2211884848519781,8.485492632774898,0.0,-0.393865530033044,0.9229586886261539,False
44,127,2.305361133466713,19.428883220080603,0.1746031746031746,0.0572921644091577,9.292673621854794,0.0,-0.4133270584359194,0.857990086650618,False
45,152,2.030886364380218,14.708486845293884,0.1920529801324503,0.0681043747734258,8.285691829352956,0.0,-0.4098401814282078,0.8696303607217025,False
46,83,2.219662936074647,13.896995279072836,0.1707317073170731,0.0456677206417477,9.9206112579606,0.0,-0.41734554912863936,0.8445751216513046,False
47,109,2.356548837984237,16.51080971533845,0.1666666666666666,0.2349105011511217,8.496456333594029,0.0,-0.40575806175145307,0.8832577389525096,False
48,138,2.672014810584956,24.59758037306605,0.1386861313868613,0.1369180821001612,11.874560182642767,0.0,-0.4535977863243792,0.7235539397412162,False
49,83,2.4616098386426515,13.027863215095715,0.1585365853658536,0.0604510564457058,11.046906681330183,0.0,-0.42371126252899116,0.8233244011715767,False
50,69,1.4604801912362957,6.678279794363805,0.2720588235294117,0.3471033903546012,5.469473451741202,0.0,-0.6196725477039005,0.1691450132226776,True
51,73,2.2019203693065084,13.24501605144856,0.1111111111111111,0.0871184663567421,13.10353775180863,0.0,-0.47331068532771636,0.6577461849431643,False
52,136,2.310191455728612,12.63166514832512,0.2037037037037037,0.0822809779248298,8.834412868483387,0.0,-0.42140940594069004,0.8310087105122554,False
53,173,2.1235239232029244,16.423037276692668,0.1627906976744186,0.1049878036310544,9.59229603506358,0.0,-0.3949373125540106,0.919380747029402,False
54,205,2.5363371085822086,33.36047716136087,0.1617647058823529,0.0783686023341264,11.166691023581128,0.0,-0.5363457514306474,0.4473156352265322,True
55,106,1.585446162202489,16.90375409112261,0.1142857142857142,0.1373680140855864,8.524445262603955,0.0,-0.42712969944088075,0.8119126013113858,False
56,105,1.8237040849355564,15.769800684559597,0.2211538461538461,0.4033220296300547,5.894758432473138,0.0,-0.5276302977666935,0.4764105155672763,True
57,83,1.4223890502260566,8.477801472213017,0.1585365853658536,0.4960584934290741,7.814036989408012,0.0,-0.48812777071051466,0.6082821704657441,False
58,118,1.9430208751675584,20.264233205443063,0.1709401709401709,0.1842318754147281,8.13336311516937,0.0,-0.41064576879202086,0.8669410609034847,False
59,122,1.3761172902475032,7.266136113466046,0.1570247933884297,0.1376346379148765,7.289593713473003,0.0,-0.4392358323222542,0.7714985848810682,False
